device_id,brand,model,original_price,release_year,purchase_year,age_months,num_defects,defect_ids,defect_names,has_screen_damage,has_water_damage,has_battery_issue,has_physical_damage,has_critical_defect,total_severity_score,avg_severity_score,total_repair_cost,condition_score,condition_grade,base_price_after_depreciation,resale_price
DEV_00177,Apple,iPhone 11,54900,2019,2024,3,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.04,A,52841,49300
DEV_00178,Apple,MacBook Pro 14,194900,2021,2023,13,2,"PHY001,OVR001","Physical Dent,Overheating",0,0,0,1,1,12,6.0,4000,4.09,D,164040,91900
DEV_00179,OnePlus,OnePlus 10 Pro,66999,2022,2021,47,4,"SCR001,CHG001,WTR001,BAT001","Cracked Screen,Charging Port Issue,Water Damage,Battery Drain",1,1,1,0,1,30,7.5,16000,2.84,F,37407,5500
DEV_00180,Apple,iPhone SE,42500,2020,2021,46,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.39,D,24083,15300
DEV_00181,Samsung,Galaxy Book Pro,89990,2021,2024,11,3,"HNG001,KEY001,CAM001","Broken Hinge,Keyboard Malfunction,Camera Defect",0,0,0,1,0,18,6.0,9000,3.96,D,77616,34500
DEV_00182,Apple,MacBook Air M2,119900,2022,2021,45,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,6.47,C,68942,52600
DEV_00183,Apple,MacBook Air M2,119900,2022,2024,7,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.12,C,109408,76800
DEV_00184,HP,EliteBook 840,95990,2022,2022,28,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.57,D,68792,46500
DEV_00185,Samsung,Galaxy Note 20,79999,2020,2024,9,2,"OVR001,BAT001","Overheating,Battery Drain",0,0,1,0,1,14,7.0,4500,2.73,F,70999,35800
DEV_00186,Samsung,Galaxy S23 Ultra,124999,2023,2023,20,2,"HNG001,OVR001","Broken Hinge,Overheating",0,0,0,1,1,15,7.5,5500,2.84,F,97915,45200
DEV_00187,Samsung,Galaxy Book Pro,89990,2021,2024,3,2,"SCR001,PHY002","Cracked Screen,Back Panel Damage",1,0,0,1,1,14,7.0,6500,3.01,D,86615,36600
DEV_00188,Lenovo,ThinkPad X1,124990,2022,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.97,A,69786,66600
DEV_00189,HP,Pavilion 15,58990,2022,2022,27,2,"CHG001,BAT001","Charging Port Issue,Battery Drain",0,0,1,0,0,11,5.5,4000,4.32,D,42767,25300
DEV_00190,Samsung,Galaxy Note 20,79999,2020,2023,22,2,"OVR001,HNG001","Overheating,Broken Hinge",0,0,0,1,1,15,7.5,5500,2.94,F,61332,27200
DEV_00191,Apple,iPhone 11,54900,2019,2023,18,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.15,F,43920,12100
DEV_00192,Samsung,Galaxy Z Fold 4,159999,2022,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.88,A,89332,89100
DEV_00193,Apple,iPhone 12,65900,2020,2022,31,2,"HNG001,CAM001","Broken Hinge,Camera Defect",0,0,0,1,0,12,6.0,6500,4.41,D,45580,23900
DEV_00194,Apple,iPhone 13,79900,2021,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.28,A,65251,63400
DEV_00195,Samsung,Galaxy Book Pro,89990,2021,2021,46,4,"BAT002,AUD001,BTN001,OVR001","Battery Swelling,Audio Issues,Button Damage,Overheating",0,0,1,1,1,25,6.25,7500,3.29,D,50994,12500
DEV_00196,Samsung,Galaxy A54,38999,2023,2021,47,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.74,C,21774,16400
DEV_00197,OnePlus,OnePlus Nord 3,33999,2023,2024,8,2,"CHG001,BTN001","Charging Port Issue,Button Damage",0,0,0,1,0,8,4.0,2500,6.48,C,30599,21400
DEV_00198,Lenovo,IdeaPad Slim 3,42990,2021,2022,25,2,"CHG001,DSP001","Charging Port Issue,Display Flickering",1,0,0,0,0,11,5.5,5000,4.68,D,31884,18600
DEV_00199,OnePlus,OnePlus 11,56999,2023,2022,26,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.8,A,41799,42200
DEV_00200,Samsung,Galaxy Book Pro,89990,2021,2023,23,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.04,D,68242,46000
DEV_00201,OnePlus,OnePlus 11,56999,2023,2024,8,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.64,F,51299,28100
DEV_00202,OnePlus,OnePlus 11,56999,2023,2023,21,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.54,D,44174,32200
DEV_00203,Lenovo,IdeaPad Slim 3,42990,2021,2022,27,2,"BAT001,WTR001","Battery Drain,Water Damage",0,1,1,0,1,16,8.0,10500,1.61,F,31167,7600
DEV_00204,Lenovo,IdeaPad Slim 3,42990,2021,2024,12,2,"PHY002,OVR001","Back Panel Damage,Overheating",0,0,0,1,1,13,6.5,4500,3.63,D,36541,18600
DEV_00205,Dell,Inspiron 15,54990,2021,2021,40,2,"SCR001,OVR001","Cracked Screen,Overheating",1,0,0,0,1,17,8.5,6000,1.04,F,33910,11800
DEV_00206,Apple,iPhone 12,65900,2020,2023,18,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.66,D,52720,35900
DEV_00207,OnePlus,OnePlus Nord 3,33999,2023,2022,26,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.85,A,24932,25600
DEV_00208,Samsung,Galaxy Book Pro,89990,2021,2024,1,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.71,A,88865,86400
DEV_00209,OnePlus,OnePlus 10 Pro,66999,2022,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.11,A,59461,60100
DEV_00210,Samsung,Galaxy A54,38999,2023,2023,20,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,5.17,C,30549,23100
DEV_00211,Apple,MacBook Pro 14,194900,2021,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.48,A,115315,113300
DEV_00212,Apple,MacBook Air M2,119900,2022,2022,25,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.26,D,88925,61700
DEV_00213,Lenovo,IdeaPad Slim 3,42990,2021,2021,45,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.39,C,24719,18300
DEV_00214,Apple,iPhone SE,42500,2020,2021,39,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.37,D,26562,16600
DEV_00215,HP,EliteBook 840,95990,2022,2021,45,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.9,C,55194,44200
DEV_00216,Samsung,Galaxy Z Fold 4,159999,2022,2021,46,4,"KEY001,SCR002,WTR001,SCR001","Keyboard Malfunction,Screen Scratch,Water Damage,Cracked Screen",1,1,0,0,1,28,7.0,14500,3.46,D,90666,14900
DEV_00217,Apple,iPhone 13,79900,2021,2022,33,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.09,D,53932,36600
DEV_00218,HP,Envy 13,84990,2021,2024,10,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,3.67,D,74366,50000
DEV_00219,OnePlus,OnePlus 11,56999,2023,2023,23,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.02,D,43224,25500
DEV_00220,OnePlus,OnePlus 10 Pro,66999,2022,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.93,A,47457,47700
DEV_00221,Apple,iPhone 14 Pro,129900,2022,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.01,A,126652,118900
DEV_00222,Samsung,Galaxy A54,38999,2023,2022,26,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.51,A,28599,28900
DEV_00223,Samsung,Galaxy Book2 360,109990,2022,2024,1,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,108615,107000
DEV_00224,Apple,iPhone 12,65900,2020,2022,33,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.45,A,44482,42600
DEV_00225,Samsung,Galaxy Book2 360,109990,2022,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.6,A,87075,90300
DEV_00226,Lenovo,IdeaPad Slim 3,42990,2021,2021,38,2,"SCR002,HNG001","Screen Scratch,Broken Hinge",1,0,0,1,0,10,5.0,3500,5.49,C,27227,17300
DEV_00227,Apple,iPhone 11,54900,2019,2023,23,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,41632,13900
DEV_00228,Apple,iPhone 12,65900,2020,2021,39,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.55,F,41187,23400
DEV_00229,OnePlus,OnePlus 11,56999,2023,2021,39,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.1,D,35624,23700
DEV_00230,Lenovo,IdeaPad Slim 3,42990,2021,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.29,A,26152,26700
DEV_00231,OnePlus,OnePlus Nord 3,33999,2023,2024,12,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.28,A,28899,28700
DEV_00232,Apple,iPhone 14 Pro,129900,2022,2023,20,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.39,A,101755,97300
DEV_00233,Samsung,Galaxy Z Fold 4,159999,2022,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.63,A,141999,135500
DEV_00234,Apple,iPhone 11,54900,2019,2023,13,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.66,A,46207,47100
DEV_00235,Dell,Latitude 5420,75990,2021,2024,2,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,3.04,D,74090,45000
DEV_00236,Dell,Inspiron 15,54990,2021,2023,18,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.29,F,43992,24600
DEV_00237,Dell,Inspiron 15,54990,2021,2023,18,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,7.19,B,43992,37500
DEV_00238,HP,EliteBook 840,95990,2022,2022,31,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.6,C,66393,53900
DEV_00239,Dell,XPS 13,99990,2022,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.28,A,69993,71600
DEV_00240,Samsung,Galaxy Book Pro,89990,2021,2023,13,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.5,A,75741,76300
DEV_00241,Apple,MacBook Pro 14,194900,2021,2021,46,2,"WTR001,DSP001","Water Damage,Display Flickering",1,1,0,0,1,16,8.0,11500,1.68,F,110443,26900
DEV_00242,Samsung,Galaxy Book Pro,89990,2021,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.36,A,54743,53500
DEV_00243,Apple,iPhone SE,42500,2020,2024,1,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.97,A,41968,43900
DEV_00244,Lenovo,IdeaPad Slim 3,42990,2021,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.52,A,27585,26400
DEV_00245,OnePlus,OnePlus 11,56999,2023,2023,14,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.73,D,47499,32800
DEV_00246,Samsung,Galaxy A54,38999,2023,2024,10,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.17,C,34124,25800
DEV_00247,Apple,iPhone 13,79900,2021,2022,29,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.95,C,56595,45000
DEV_00248,Apple,iPhone 13,79900,2021,2024,12,3,"WTR001,CHG001,OVR001","Water Damage,Charging Port Issue,Overheating",0,1,0,0,1,23,7.67,11500,1.9,F,67915,13300
DEV_00249,HP,Pavilion 15,58990,2022,2022,29,2,"HNG001,WTR001","Broken Hinge,Water Damage",0,1,0,1,1,17,8.5,11500,1.69,F,41784,9300
DEV_00250,OnePlus,OnePlus Nord 3,33999,2023,2021,39,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.08,A,21249,19800
DEV_00251,OnePlus,OnePlus 10 Pro,66999,2022,2024,4,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.97,C,63649,48300
DEV_00252,Samsung,Galaxy Z Fold 4,159999,2022,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.98,A,126665,124700
DEV_00253,Lenovo,ThinkPad X1,124990,2022,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.04,A,102075,97200
DEV_00254,Dell,Latitude 5420,75990,2021,2022,27,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.9,D,55092,39400
DEV_00255,Dell,Inspiron 15,54990,2021,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,49491,49400
DEV_00256,Apple,iPhone 12,65900,2020,2022,25,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.47,A,48875,49000
DEV_00257,Dell,Inspiron 15,54990,2021,2023,17,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.94,D,44450,30700
DEV_00258,Apple,iPhone 11,54900,2019,2023,16,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,44835,44200
DEV_00259,Lenovo,ThinkPad X1,124990,2022,2021,45,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,1.58,F,71869,40000
DEV_00260,Samsung,Galaxy S23 Ultra,124999,2023,2022,28,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,1.48,F,89582,43100
DEV_00261,Dell,Latitude 5420,75990,2021,2024,6,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.38,A,70290,70200
DEV_00262,Samsung,Galaxy S22,72999,2022,2023,21,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.62,C,56574,46400
DEV_00263,Samsung,Galaxy Book Pro,89990,2021,2022,30,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,4.81,D,62992,44100
DEV_00264,Apple,MacBook Pro 14,194900,2021,2024,10,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.03,C,170537,121800
DEV_00265,HP,EliteBook 840,95990,2022,2021,49,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.5,F,51994,25400
DEV_00266,Samsung,Galaxy Note 20,79999,2020,2021,43,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.21,A,47332,45000
DEV_00267,HP,Pavilion 15,58990,2022,2022,30,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,5.79,C,41293,32800
DEV_00268,Apple,MacBook Air M2,119900,2022,2021,37,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.37,A,76935,76200
DEV_00269,Samsung,Galaxy Book2 360,109990,2022,2023,22,2,"BAT002,CHG001","Battery Swelling,Charging Port Issue",0,0,1,0,1,15,7.5,4500,2.98,F,84325,28900
DEV_00270,OnePlus,OnePlus 11,56999,2023,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.1,A,46074,42800
DEV_00271,HP,Pavilion 15,58990,2022,2021,45,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.43,F,33919,20200
DEV_00272,OnePlus,OnePlus 11,56999,2023,2024,5,1,CHG001,Charging Port Issue,0,0,0,0,0,5,5.0,1500,4.8,D,53436,39400
DEV_00273,OnePlus,OnePlus 10 Pro,66999,2022,2023,14,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,4.04,D,55832,38300
DEV_00274,Samsung,Galaxy Note 20,79999,2020,2023,21,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.4,A,61999,61300
DEV_00275,Lenovo,IdeaPad Slim 3,42990,2021,2023,14,1,KEY001,Keyboard Malfunction,0,0,0,0,0,6,6.0,2500,4.38,D,35825,23600
DEV_00276,HP,Envy 13,84990,2021,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.25,A,76491,71700
DEV_00277,HP,EliteBook 840,95990,2022,2022,33,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.28,C,64793,53400
DEV_00278,OnePlus,OnePlus 10 Pro,66999,2022,2024,2,1,SCR002,Screen Scratch,1,0,0,0,0,3,3.0,0,6.65,C,65324,55100
DEV_00279,Apple,iPhone 11,54900,2019,2022,30,2,"CHG001,DSP001","Charging Port Issue,Display Flickering",1,0,0,0,0,11,5.5,5000,4.62,D,38430,21500
DEV_00280,HP,Pavilion 15,58990,2022,2023,21,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,4.29,D,45717,30100
DEV_00281,Samsung,Galaxy S22,72999,2022,2023,18,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.07,C,58399,43800
DEV_00282,Apple,MacBook Pro 14,194900,2021,2023,22,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.24,A,149423,145600
DEV_00283,HP,EliteBook 840,95990,2022,2021,41,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.3,A,58393,59400
DEV_00284,Apple,MacBook Air M2,119900,2022,2023,19,2,"CHG001,SCR001","Charging Port Issue,Cracked Screen",1,0,0,0,1,14,7.0,5500,2.9,F,94920,42600
DEV_00285,HP,Pavilion 15,58990,2022,2021,45,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.38,A,33919,32800
DEV_00286,Apple,iPhone SE,42500,2020,2023,21,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.99,D,32937,22600
DEV_00287,OnePlus,OnePlus Nord 3,33999,2023,2021,45,2,"BAT002,DSP001","Battery Swelling,Display Flickering",1,0,1,0,1,16,8.0,6500,2.4,F,19549,5800
DEV_00288,Lenovo,IdeaPad Slim 3,42990,2021,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.52,A,30451,29300
DEV_00289,Samsung,Galaxy S23 Ultra,124999,2023,2024,11,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.08,A,107811,105400
DEV_00290,Apple,iPhone 12,65900,2020,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.82,A,37343,38300
DEV_00291,Lenovo,ThinkPad X1,124990,2022,2024,11,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,107803,38100
DEV_00292,Dell,XPS 13,99990,2022,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,56661,56200
DEV_00293,Samsung,Galaxy Z Fold 4,159999,2022,2024,5,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.84,A,149999,144200
DEV_00294,Samsung,Galaxy A54,38999,2023,2022,30,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.89,A,27299,28400
DEV_00295,Samsung,Galaxy Book2 360,109990,2022,2023,23,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.55,A,83409,79000
DEV_00296,Samsung,Galaxy Book2 360,109990,2022,2022,32,1,SCR001,Cracked Screen,1,0,0,0,1,9,9.0,4000,0.76,F,75159,33800
DEV_00297,Dell,Inspiron 15,54990,2021,2023,21,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.46,A,42617,43800
DEV_00298,Apple,iPhone 12,65900,2020,2022,30,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,46130,15400
DEV_00299,Samsung,Galaxy S23 Ultra,124999,2023,2021,46,1,WTR001,Water Damage,0,1,0,0,1,10,10.0,8000,0.0,F,70832,19500
DEV_00300,OnePlus,OnePlus Nord 3,33999,2023,2022,26,4,"HNG001,CAM001,CHG001,BTN001","Broken Hinge,Camera Defect,Charging Port Issue,Button Damage",0,0,0,1,0,20,5.0,9000,4.86,D,24932,10800
DEV_00301,OnePlus,OnePlus Nord 3,33999,2023,2024,7,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.09,F,31024,11400
DEV_00302,Samsung,Galaxy Note 20,79999,2020,2021,38,1,PHY002,Back Panel Damage,0,0,0,1,0,5,5.0,2500,5.46,C,50666,36600
DEV_00303,Apple,iPhone SE,42500,2020,2024,8,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.08,A,38250,37500
DEV_00304,Dell,Inspiron 15,54990,2021,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.86,A,30702,31300
DEV_00305,OnePlus,OnePlus Nord 3,33999,2023,2023,15,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.8,A,28049,29000
DEV_00306,HP,EliteBook 840,95990,2022,2024,1,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.47,D,94790,64200
DEV_00307,Dell,Inspiron 15,54990,2021,2021,45,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.29,B,31619,27100
DEV_00308,Samsung,Galaxy A54,38999,2023,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.21,A,28274,28900
DEV_00309,HP,Envy 13,84990,2021,2022,29,2,"BTN001,KEY001","Button Damage,Keyboard Malfunction",0,0,0,1,0,9,4.5,3500,5.94,C,60201,40800
DEV_00310,Dell,Inspiron 15,54990,2021,2022,30,2,"BAT001,PHY002","Battery Drain,Back Panel Damage",0,0,1,1,0,11,5.5,5000,4.9,D,38493,23200
DEV_00311,OnePlus,OnePlus Nord 3,33999,2023,2023,15,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.83,D,28049,18500
DEV_00312,Apple,iPhone 12,65900,2020,2022,32,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,6.31,C,45031,34300
DEV_00313,Apple,MacBook Air M2,119900,2022,2022,33,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.68,A,80932,83500
DEV_00314,Lenovo,IdeaPad Slim 3,42990,2021,2022,28,1,AUD001,Audio Issues,0,0,0,0,0,4,4.0,1500,6.44,C,30809,25000
DEV_00315,Samsung,Galaxy Z Fold 4,159999,2022,2024,2,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.5,A,155999,156000
DEV_00316,Dell,Latitude 5420,75990,2021,2024,5,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.8,D,71240,48500
DEV_00317,Apple,iPhone 14 Pro,129900,2022,2023,21,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.64,A,100672,98700
DEV_00318,Apple,MacBook Pro 14,194900,2021,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.2,A,157544,150900
DEV_00319,Dell,Latitude 5420,75990,2021,2021,49,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.38,A,41161,40000
DEV_00320,Dell,Latitude 5420,75990,2021,2021,47,4,"AUD001,BAT002,KEY001,CAM001","Audio Issues,Battery Swelling,Keyboard Malfunction,Camera Defect",0,0,1,0,1,25,6.25,10000,3.98,D,42427,10400
DEV_00321,OnePlus,OnePlus Nord 3,33999,2023,2022,29,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.94,A,24082,24100
DEV_00322,OnePlus,OnePlus 11,56999,2023,2022,28,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.72,A,40849,40500
DEV_00323,Lenovo,IdeaPad Slim 3,42990,2021,2024,5,2,"BAT001,DSP001","Battery Drain,Display Flickering",1,0,1,0,0,12,6.0,6000,3.9,D,40303,21600
DEV_00324,Dell,Inspiron 15,54990,2021,2024,10,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.94,A,48116,48000
DEV_00325,Dell,XPS 13,99990,2022,2024,7,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.96,A,91240,86600
DEV_00326,Samsung,Galaxy Book Pro,89990,2021,2021,37,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,4.88,D,57743,40700
DEV_00327,Samsung,Galaxy Z Fold 4,159999,2022,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.14,A,126665,124600
DEV_00328,OnePlus,OnePlus 10 Pro,66999,2022,2023,22,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.15,F,51365,18100
DEV_00329,OnePlus,OnePlus 11,56999,2023,2024,11,1,OVR001,Overheating,0,0,0,0,1,8,8.0,2000,2.1,F,49161,28600
DEV_00330,Apple,iPhone SE,42500,2020,2024,9,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.22,A,37718,37900
DEV_00331,Samsung,Galaxy Book Pro,89990,2021,2023,13,1,BAT001,Battery Drain,0,0,1,0,0,6,6.0,2500,3.73,D,75741,52800
DEV_00332,Lenovo,IdeaPad Slim 3,42990,2021,2021,40,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.69,A,26510,25100
DEV_00333,OnePlus,OnePlus 10 Pro,66999,2022,2024,4,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.1,A,63649,63400
DEV_00334,Dell,XPS 13,99990,2022,2024,3,1,PHY001,Physical Dent,0,0,0,1,0,4,4.0,2000,6.44,C,96240,75400
DEV_00335,Samsung,Galaxy Z Fold 4,159999,2022,2021,46,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.17,A,90666,84400
DEV_00336,Apple,MacBook Air M2,119900,2022,2022,35,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,6.61,C,78934,62800
DEV_00337,Apple,iPhone 14 Pro,129900,2022,2023,17,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.71,A,105002,106500
DEV_00338,OnePlus,OnePlus Nord 3,33999,2023,2022,36,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.94,A,22099,22900
DEV_00339,Samsung,Galaxy Note 20,79999,2020,2021,46,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.2,B,45332,36800
DEV_00340,Samsung,Galaxy Note 20,79999,2020,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.36,A,57999,59100
DEV_00341,Apple,iPhone SE,42500,2020,2024,10,2,"WTR001,BAT002","Water Damage,Battery Swelling",0,1,1,0,1,20,10.0,11000,0.14,F,37187,5300
DEV_00342,Samsung,Galaxy Book Pro,89990,2021,2024,4,1,BTN001,Button Damage,0,0,0,1,0,3,3.0,1000,7.02,B,85490,68800
DEV_00343,OnePlus,OnePlus 11,56999,2023,2022,27,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.11,A,41324,39100
DEV_00344,Apple,iPhone 12,65900,2020,2022,35,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.77,A,43384,41500
DEV_00345,Apple,iPhone 14 Pro,129900,2022,2024,11,2,"BAT001,PHY002","Battery Drain,Back Panel Damage",0,0,1,1,0,11,5.5,5000,4.07,D,112038,66400
DEV_00346,OnePlus,OnePlus Nord 3,33999,2023,2022,34,3,"PHY002,SCR002,BTN001","Back Panel Damage,Screen Scratch,Button Damage",1,0,0,1,0,11,3.67,3500,6.73,C,22666,14300
DEV_00347,Apple,iPhone 12,65900,2020,2024,4,1,DSP001,Display Flickering,1,0,0,0,0,6,6.0,3500,4.04,D,62605,42700
DEV_00348,Samsung,Galaxy A54,38999,2023,2023,17,1,HNG001,Broken Hinge,0,0,0,1,0,7,7.0,3500,2.54,F,31524,19600
DEV_00349,Apple,iPhone 13,79900,2021,2023,21,1,CAM001,Camera Defect,0,0,0,0,0,5,5.0,3000,5.18,C,61922,43200
DEV_00350,HP,Envy 13,84990,2021,2023,19,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.7,A,67283,63800
DEV_00351,Samsung,Galaxy Note 20,79999,2020,2021,47,0,NONE,NONE,0,0,0,0,0,0,0.0,0,9.89,A,44666,46200
DEV_00352,Apple,MacBook Pro 14,194900,2021,2022,26,1,BAT002,Battery Swelling,0,0,1,0,1,10,10.0,3000,0.0,F,142926,48700
